date,open,high,low,close,volume,dividends,stock_splits
2020-01-02,295.78,299.8,294.49,297.89,1506400,0.0,0.0
2020-01-03,292.05,296.81,291.72,294.69,962200,0.0,0.0
2020-01-06,289.79,292.03,287.54,289.19,1340500,0.0,0.0
2020-01-07,291.74,298.54,291.38,296.24,1559500,0.0,0.0
2020-01-08,297.48,301.67,295.2,299.97,1553700,0.0,0.0
2020-01-09,302.12,303.88,293.5,297.93,1374800,0.0,0.0
2020-01-10,299.11,301.28,292.95,294.34,1405200,0.0,0.0
2020-01-13,294.38,297.33,292.51,297.29,1399400,0.0,0.0
2020-01-14,300.14,304.37,296.74,300.76,1731900,0.0,0.0
2020-01-15,299.28,300.55,296.72,298.34,1082900,0.0,0.0
2020-01-16,301.82,307.26,300.95,305.95,1606800,0.0,0.0
2020-01-17,307.05,308.49,302.16,308.0,1929900,0.0,0.0
2020-01-21,308.19,311.91,307.31,308.68,1500000,0.0,0.0
2020-01-22,311.0,315.36,310.75,311.34,1504000,0.0,0.0
2020-01-23,312.0,312.68,307.55,312.42,1556600,0.0,0.0
2020-01-24,315.89,316.73,303.71,306.54,1632200,0.0,0.0
2020-01-27,297.03,298.68,292.69,293.79,1910900,0.0,0.0
2020-01-28,298.78,303.25,293.36,301.69,1815000,0.0,0.0
2020-01-29,302.23,303.99,295.91,298.22,1808000,0.0,0.0
2020-01-30,318.4,319.0,305.76,310.95,3943100,0.0,0.0
2020-01-31,308.0,308.97,297.27,298.21,2436500,0.0,0.0
2020-02-03,300.0,309.58,300.0,308.44,1945400,0.0,0.0
2020-02-04,316.56,326.82,316.12,325.4,2531000,0.0,0.0
2020-02-05,331.23,332.53,323.7,325.62,2157200,0.0,0.0
2020-02-06,326.0,326.85,323.0,323.52,1262500,0.0,0.0
2020-02-07,320.63,321.28,314.72,315.4,1602600,0.0,0.0
2020-02-10,313.98,319.89,313.0,319.83,1088400,0.0,0.0
2020-02-11,322.87,326.83,322.87,325.67,1520700,0.0,0.0
2020-02-12,328.0,335.18,328.0,334.62,1687200,0.0,0.0
2020-02-13,335.05,344.32,333.62,341.58,2110200,0.0,0.0
2020-02-14,341.49,344.21,336.76,339.3,1109900,0.0,0.0
2020-02-18,323.24,332.0,323.0,325.34,2749400,0.0,0.0
2020-02-19,331.18,335.41,330.3,333.85,1539600,0.0,0.0
2020-02-20,331.95,334.04,324.02,328.49,1887800,0.0,0.0
2020-02-21,326.22,327.04,315.24,316.8,2160600,0.0,0.0
2020-02-24,299.2,305.31,295.12,300.46,3102200,0.0,0.0
2020-02-25,305.82,306.9,289.39,292.22,2549800,0.0,0.0
2020-02-26,296.24,304.63,294.62,296.6,2379600,0.0,0.0
2020-02-27,285.64,293.76,282.01,285.7,2872200,0.0,0.0
2020-02-28,275.82,294.45,273.66,293.43,3195600,0.0,0.0
2020-03-02,296.64,300.55,284.02,300.33,2347300,0.0,0.0
2020-03-03,300.3,308.3,288.59,291.46,2510300,0.0,0.0
2020-03-04,298.87,306.3,293.8,306.24,1917000,0.0,0.0
2020-03-05,297.85,309.65,296.0,299.13,2037000,0.0,0.0
2020-03-06,290.77,298.67,285.25,294.41,2048600,0.0,0.0
2020-03-09,273.0,283.26,267.23,267.6,2649500,0.0,0.0
2020-03-10,275.68,287.86,267.44,287.57,2372500,0.0,0.0
2020-03-11,278.54,284.49,272.58,276.63,3144100,0.0,0.0
2020-03-12,257.07,265.59,237.45,237.85,3684400,0.0,0.0
2020-03-13,254.0,262.94,242.63,261.78,2692000,0.0,0.0
2020-03-16,223.82,245.77,213.08,213.54,3096000,0.0,0.0
2020-03-17,217.07,237.83,203.73,229.3,3669400,0.0,0.0
2020-03-18,203.44,215.34,181.38,194.14,3607200,0.0,0.0
2020-03-19,190.52,201.4,187.02,195.01,3343900,0.0,0.0
2020-03-20,200.01,224.14,187.11,187.89,3904500,0.0,0.0
2020-03-23,190.68,199.95,185.84,192.85,3027200,0.0,0.0
2020-03-24,209.49,232.63,207.37,230.64,2921200,1.15,0.0
2020-03-25,231.82,250.11,228.31,233.55,2837400,0.0,0.0
2020-03-26,240.18,260.98,235.0,260.34,3166300,0.0,0.0
2020-03-27,253.35,262.88,240.4,241.22,3203300,0.0,0.0
2020-03-30,246.46,257.93,241.24,255.3,2129800,0.0,0.0
2020-03-31,252.25,254.99,238.09,240.0,2783600,0.0,0.0
2020-04-01,228.95,237.2,220.21,223.33,2465500,0.0,0.0
2020-04-02,219.58,226.36,215.92,220.57,1891400,0.0,0.0
2020-04-03,223.06,224.44,213.29,218.15,1490600,0.0,0.0
2020-04-06,231.62,252.4,229.08,250.75,3327200,0.0,0.0
2020-04-07,264.18,265.0,251.44,256.22,2577800,0.0,0.0
2020-04-08,259.89,272.27,257.33,266.75,1892300,0.0,0.0
2020-04-09,271.7,277.42,255.76,258.28,2617300,0.0,0.0
2020-04-13,256.21,259.3,250.24,258.78,1410700,0.0,0.0
2020-04-14,266.2,274.49,263.59,272.51,1626800,0.0,0.0
2020-04-15,266.0,266.4,258.55,262.81,1542800,0.0,0.0
2020-04-16,270.01,274.94,263.29,270.71,2077800,0.0,0.0
2020-04-17,278.16,280.22,271.47,279.02,1831600,0.0,0.0
2020-04-20,273.03,274.92,266.34,266.73,1782300,0.0,0.0
2020-04-21,262.42,263.41,242.57,243.63,2999000,0.0,0.0
2020-04-22,255.46,273.37,255.46,271.78,3565800,0.0,0.0
2020-04-23,268.85,276.47,262.79,263.96,2624900,0.0,0.0
2020-04-24,268.53,268.68,258.11,266.67,1528900,0.0,0.0
2020-04-27,270.2,274.43,262.88,264.41,2136100,0.0,0.0
2020-04-28,270.23,271.49,259.47,261.85,1731600,0.0,0.0
2020-04-29,268.0,281.95,265.17,279.99,2155800,0.0,0.0
2020-04-30,275.0,275.69,254.71,255.28,3887100,0.0,0.0
2020-05-01,246.73,247.0,229.69,235.02,5715100,0.0,0.0
2020-05-04,233.98,234.98,231.38,234.52,2631300,0.0,0.0
2020-05-05,240.61,252.04,239.9,242.81,2268600,0.0,0.0
2020-05-06,249.35,254.49,244.01,244.56,2350800,0.0,0.0
2020-05-07,250.0,253.76,247.1,247.63,1541700,0.0,0.0
2020-05-08,252.9,266.37,252.06,265.4,2838100,0.0,0.0
2020-05-11,262.47,265.19,259.1,262.23,1762600,0.0,0.0
2020-05-12,265.27,266.91,255.71,255.98,1764500,0.0,0.0
2020-05-13,255.96,257.24,241.78,248.19,2545900,0.0,0.0
2020-05-14,243.56,269.99,240.34,269.0,3576000,0.0,0.0
2020-05-15,252.75,258.09,248.81,251.84,3681900,0.0,0.0
2020-05-18,259.49,262.99,253.46,257.47,2660400,0.0,0.0
