date,open,high,low,close,volume,dividends,stock_splits
2020-01-02,206.75,209.79,206.27,209.78,12077100,0.0,0.0
2020-01-03,207.21,210.4,206.95,208.67,11188400,0.0,0.0
2020-01-06,206.7,212.78,206.52,212.6,17058900,0.0,0.0
2020-01-07,212.82,214.58,211.75,213.06,14912400,0.0,0.0
2020-01-08,213.0,216.24,212.61,215.22,13475000,0.0,0.0
2020-01-09,217.54,218.38,216.28,218.3,12642800,0.0,0.0
2020-01-10,219.2,219.88,217.42,218.06,12119400,0.0,0.0
2020-01-13,219.6,221.97,219.21,221.91,14463400,0.0,0.0
2020-01-14,221.61,222.38,218.63,219.06,13288900,0.0,0.0
2020-01-15,220.61,221.68,220.14,221.15,10036500,0.0,0.0
2020-01-16,222.57,222.63,220.39,221.77,10015300,0.0,0.0
2020-01-17,222.03,222.29,220.53,222.14,15905900,0.0,0.0
2020-01-21,222.16,222.37,219.12,221.44,14275800,0.0,0.0
2020-01-22,222.31,222.75,221.28,221.32,12212800,0.0,0.0
2020-01-23,220.75,221.49,219.27,219.76,11195000,0.0,0.0
2020-01-24,220.8,221.78,216.11,217.94,11905800,0.0,0.0
2020-01-27,213.1,216.06,212.5,214.87,13810700,0.0,0.0
2020-01-28,216.14,218.74,213.52,217.79,13413800,0.0,0.0
2020-01-29,221.44,224.2,218.45,223.23,33181300,0.0,0.0
2020-01-30,206.53,211.43,204.75,209.53,48775500,0.0,0.0
2020-01-31,208.43,208.69,201.06,201.91,31359900,0.0,0.0
2020-02-03,203.44,205.14,202.5,204.19,15495600,0.0,0.0
2020-02-04,206.62,210.6,205.2,209.83,19628900,0.0,0.0
2020-02-05,212.51,212.73,208.71,210.11,12538200,0.0,0.0
2020-02-06,210.47,211.19,209.34,210.85,10567500,0.0,0.0
2020-02-07,210.3,212.82,209.93,212.33,12242500,0.0,0.0
2020-02-10,211.52,213.8,210.66,213.06,11856400,0.0,0.0
2020-02-11,210.19,210.86,206.51,207.19,25030800,0.0,0.0
2020-02-12,207.85,211.22,207.4,210.76,13813700,0.0,0.0
2020-02-13,209.52,214.33,209.18,213.14,15396600,0.0,0.0
2020-02-14,214.0,214.93,212.65,214.18,10741700,0.0,0.0
2020-02-18,213.55,217.98,213.4,217.8,15609200,0.0,0.0
2020-02-19,217.99,218.32,216.11,217.49,12135100,0.0,0.0
2020-02-20,216.52,218.77,212.95,214.58,13109200,0.0,0.0
2020-02-21,213.48,214.24,208.83,210.18,14092300,0.0,0.0
2020-02-24,201.8,203.65,198.17,200.72,23080100,0.0,0.0
2020-02-25,202.25,203.5,195.95,196.77,21433500,0.0,0.0
2020-02-26,197.19,201.21,195.49,197.2,16524500,0.0,0.0
2020-02-27,191.82,195.88,189.5,189.75,21682600,0.0,0.0
2020-02-28,182.7,192.74,181.82,192.47,32568900,0.0,0.0
2020-03-02,194.03,196.57,188.85,196.44,24949000,0.0,0.0
2020-03-03,196.22,197.24,183.97,185.89,27984100,0.0,0.0
2020-03-04,189.17,191.83,186.39,191.76,23062500,0.0,0.0
2020-03-05,186.78,188.99,183.89,185.17,19333400,0.0,0.0
2020-03-06,178.33,183.78,176.26,181.09,24559600,0.0,0.0
2020-03-09,169.6,175.0,165.19,169.5,29949000,0.0,0.0
2020-03-10,174.67,178.29,169.5,178.19,24517800,0.0,0.0
2020-03-11,174.01,175.88,167.66,170.24,20373900,0.0,0.0
2020-03-12,159.54,166.6,154.34,154.47,43266300,0.0,0.0
2020-03-13,163.53,170.79,157.6,170.28,35028600,0.0,0.0
2020-03-16,152.32,159.13,143.1,146.01,39120400,0.0,0.0
2020-03-17,150.74,153.94,140.0,149.42,34255600,0.0,0.0
2020-03-18,139.75,148.18,137.1,146.96,37553100,0.0,0.0
2020-03-19,146.62,159.93,144.8,153.13,39862300,0.0,0.0
2020-03-20,156.02,159.27,148.0,149.73,32568400,0.0,0.0
2020-03-23,149.66,152.31,142.25,148.1,29830800,0.0,0.0
